cümle,entity,label,sentiment
yazılı bekliyorum yazısız geldi iade ile uğraşamam ama takarken aralari etimi araya alıyor biri sizi çimdiklemis gibi oluyorsunuz elim hep benek benek oldu nasıl geçer bilmiyorum sağlam geldi,bileklik,"Yazı, Rahatlık, Kalite","""negatif"" "
Ürün üzerinde darbe izleri var ve esnedikce takılıp duruyor.,bileklik,Kalite,"""negatif"" "
Çok dandik poşetin içinde göndermişler ve kararmış bir şekildeydi üstünde çizikler vardı boşuna vermeyin bu parayı buna,bileklik,"Paketleme, Kalite","""negatif"" "
çok kötü geldi hiç tavsiye etmiyorum,bileklik,Genel,"""negatif"" "
Ezilmiş ve çizilmiş Ürün gönderiyosunuz. Yazısız resim koyup yazılı bileklik gönderiyosunuz. Nasıl iş yapıyosunuz ya,bileklik,"Kalite, Yazı","""negatif"" "
çok adi ve dar asla almanızı tavsiye etmem,bileklik,"Kalite, Rahatlık","""negatif"" "
Ürünü çıkartıp takarken acıtıyor,bileklik,Rahatlık,"""negatif"" "
"Kolumu inanılmaz yoldu takıp çıkartırken hiç beğenmedim, paketlemede de poşete koyup göndermişler oradan puan kırdım",bileklik,"Rahatlık, Paketleme","""negatif"" "
Ürün çok kötü durumda ve Ürün bozuk çıktı,bileklik,Kalite,"""negatif"" "
Ürün peş para etmez ve çok küçük tavsiyeye etmiyorum,bileklik,"Kalite, Boyut","""negatif"" "
yazısız diyorlardı ama yazılı geldi sırf yazısız diye almıştım yorumlardaki bazı fotoğraflarda da yazısız vardı herkese farklı mi gönderiyorsunuz?? ve artı olarak soru cevap kısmında da yazısız olduğunu belirtmişsiniz,bileklik,Yazı,"""negatif"" "
"sürekli killlara yapışıyor cok Can acıtıyor ve çok küçük bileğimi sıkıyor ayrıca üzerinde yazı yazıyor görselde yazılı durmuyor charmlar... paketleme çok kötü. kibar bir kağıt kutuya bari konulabilirdi , güle güle kullanın bizi tercih ettiğiniz için teşekkür ederiz gibi mesajlarda yazılabilirdi.",bileklik,"Rahatlık, Paketleme, Yazı","""negatif"" "
asla tavsiye etmiyorum her yeri çizik çizik geldi.,bileklik,Kalite,"""negatif"" "
Bileklik çizik geldi iade,bileklik,Kalite,"""negatif"" "
İstediğim gibi değil fotoğraftakiyle alakası yok paketleme kötü bi poşetin içine koyup göndermişler göründüğü gibi değil gerçekten iade edicem,bileklik,"Kargo, Paketleme, Kalite","""negatif"" "
ıkı tane almıstım elıme 1 tane ulaştı satıcıya ulaşamadım bu nasıl sorumsuzluk,bileklik,Kargo,"""negatif"" "
Ürün halendaha elime ulaşmadı teslim edildi diye gorunuyor fakat teslim alan yok,bileklik,Kargo,"""negatif"" "
2 Ürün sipariş etmiştim ama kutuya sadece bir tanesini koymuşsunuz 2.Ürünü yollayacak mısınız ona göre iade edicem,bileklik,Kargo,"""negatif"" "
sakın almayın kullanılmış Ürün gönderiyorlar,bileklik,Kalite,"""negatif"" "
Çizik ve yazısız geldi asla beğenmedim tavsiye etmem iade(ayrıca kutusu hasarlıydı),bileklik,"Kalite, Yazı, Paketleme","""negatif"" "
urun guzelde ben yazisiz sandigim icin almistim maalesef yazi vardi üzerinde nomination diye o yüzden iade :(,bileklik,Yazı,"""negatif"" "
"Çok güzel bir çanta bayıldım, havalı duruyor baya.",çanta,Genel,"""pozitif"""
aşırı güzel ve aşırı büyük alın aldırın,çanta,Boyut,"""pozitif"""
Annem için aldım çok beğendi gayet güzel,çanta,Genel,"""pozitif"""
Bayıldım.Çok çantam olmasına rağmen aldığımdan beri hep bunu kullanıyorum.Çok rahat kullanışlı ve şık.Derisi güzel kaliteli.,çanta,"Rahatlık, Kalite","""pozitif"""
Anneme aldım çok begendi,çanta,Genel,"""pozitif"""
Bence cok güzel ceylinin catasına benziyordu hemen aldım 😂,çanta,Genel,"""pozitif"""
Gayet kullanışlı ve çok güzel dershanede kullanıyorum bayıldım,çanta,Kullanışlılık,"""pozitif"""
çok kullanışlı mükemmel kargo hızı da harika paketleme çok özenli,çanta,"Kullanışlılık, Kargo, Paketleme","""pozitif"""
Gerçekten bayıldım çok şık çok güzel,çanta,Şıklık,"""pozitif"""
gayet saglam ve kaliteli bir canta hem spor hem şık aldığımdan beri baska canta kullanamiyorum neredeyse.her kombine uyuyor fiyatina göre inanılmaz kaliteli,çanta,"Kalite, Spor, Şıklık","""pozitif"""
eşime hediye aldım çok sevdi çok güzel ve kaliteli bir Ürün,çanta,Genel,"""pozitif"""
Kardeşime aldım çok beğendi,çanta,Genel,"""pozitif"""
Cook şık çok beğendim hemen elime ulaştı teşekkürler,çanta,Şıklık,"""pozitif"""
Ürünü bir arkadaşıma hediye aldım çok beğendiğini söyledi kalitesi de iyiymiş 🙏,çanta,Genel,"""pozitif"""
İndirimdeyken aldım ve bayıldım almanızı tavsiye ederim.,çanta,"Fiyat, Genel","""pozitif"""
Annem için aldım gayet güzel,çanta,Genel,"""pozitif"""
"bayıldım, uni icin aldim ki iyi ki almisim",çanta,Kullanım,"""pozitif"""
muhtesemmm öğretmenler için kurtarıcı bi çanta bayıldım sadece biraz kokusu var o da zamanla keçeceyinə umuyorum,çanta,"Kullanım, Koku","""pozitif"""
Ürünü kızım için aldım cok kullanisli ve güzel.hele yavrusu daha da güzeldi,çanta,"Kullanışlılık, Yavru Çanta","""pozitif"""
ben hediye olarak aldım bence gayet güzel ve fiyatıda gayet makul ben iç kısmında bi astar olmasını da isterdim onun dişinda hic bi sorunu yokk💮☺️,çanta,"Genel, İç Astar","""pozitif"""
Kız kardeşime aldım çok kaliteli duruyor çok kullanışlı,çanta,"Kalite, Kullanışlılık","""pozitif"""
Çok güzelll diğer renkleride alıcam çok kaliteli 7 aydır kullanıyorum hiç yıpranmadı içine her şey sığıyor cüzdanı ile birlikte geliyor,çanta,"Kalite, Kullanışlılık","""pozitif"""
coookkk beğendim tarz duruyor,çanta,Şıklık,"""pozitif"""
Çokkkk güzel çokkk tarz spor duruyor kaliteli,çanta,"Şıklık, Kalite","""pozitif"""
Bayıldım harika hemen alın,çanta,Genel,"""pozitif"""
Her gün kullanıyorum çok güzel ve kullanışlı,çanta,Kullanışlılık,"""pozitif"""
Mükemmel Ürün kardeşime hediye aldım,çanta,Genel,"""pozitif"""
"Harika bir çanta dokusu yumuşacık sert olduğunu düşünmüştüm ama öyle değilmiş çok beğendim,içindeki yavrusunun boyu da gayet iyi cok küçük değil sadece ağir bir koku var ama havalandirinca geçer diye düşünüyorun.Rahatlikla alabilirsiniz.",çanta,"Dokusu, Yavru Çanta, Koku","""pozitif"""
Güzel Ürün ben memnun kaldım bence çok şık duracak önde mini cep var hoşuma gitti baya,çanta,"Şıklık, Mini Cep","""pozitif"""
annem için aldım çok begendi,çanta,Genel,"""pozitif"""
Cok güzel bi canta okul icin aldım gayet uygun hem spor hem sık bayıldım,çanta,Kullanım,"""pozitif"""
"yargı ceylinden gördüm aldım, müthiş",çanta,Genel,"""pozitif"""
Güzel ve kaliteli bir Ürün. Yalnız keşke yavrusu biraz daha büyük olsaydı.,çanta,"Kalite, Yavru Çanta","""pozitif"""
Ceylinde görüp almıştım çok beğeniyorum 💃,çanta,Genel,"""pozitif"""
cok guzel bi canta yumusak derisi ve icindeki kucuk cantasiyla gayet kullanisli,çanta,"Kalite, Yavru Çanta","""pozitif"""
çok memnun kaldım hızlı kargo,çanta,Kargo,"""pozitif"""
Şık bir çanta. Umarım renklerinin de stoğu güncellenir.,çanta,"Şıklık, Renk Stoku","""pozitif"""
Hızlı kargo paketleme özenli çok teşekkür ederim Ürün göründüğü gibi gönül rahatlığıyla sipariş verebilirsiniz,çanta,"Kargo, Paketleme","""pozitif"""
"marım uzun ömürlü olur, arada ekran kapanıyor ama saymaya devam ediyor bastıkça. Fena değil. kargo hızlıydı, teşekkürler.","ekran, kargo","Ürün, Kargo","""pozitif"""
Rengi farklı geldi sarı gönderilmiş ama sorun etmedik güzel yine de,rengi,Renk,"""pozitif"""
Güzel tatlı renkli Ürünler bir sorun yaşamadım,Ürünler,Ürün,"""pozitif"""
"bir kargo oldu 9.günde elime ulaştı, çok beğenmedim kaliteli değil fiyat uygun idare eder","kargo, fiyat","Kargo, Fiyat","""nötr"""
pembe ve beyaz istemiştim o renkler gelmedi onun dışında sorun yok,renkler,Renk,"""nötr"""
güzel fakat rengini biz seçebilsek keşke,renk,Renk,"""nötr"""
İyi gibi beğendim,Ürün,Ürün,"""pozitif"""
"Güzel Ürün çalışıyor. Bana siyah, lila ve turuncu geldi ama çabuk kararıyor","Ürün, siyah, lila, turuncu","Ürün, Renk","""nötr"""
Sağlam geldi çalışıyor yalnız orta tuşu çok çabuk karardı,orta tuşu,Ürün,"""nötr"""
Normal zikirmatik rengine kendileri karar vermiş herhalde,zikirmatik,Ürün,"""nötr"""
hala bozulmadi niceeeee,Ürün,Ürün,"""pozitif"""
3 tane gelecek zannettim 1 tane geldi,Ürün,Ürün,"""negatif"" "
İdare eder. Boyutu biraz küçük,Ürün,Boyut,"""nötr"""
2 tane siyah istemiştim biri turuncu gelmiş o yüzden puan kırdım. Tane fiyatını 16 TL'ye aldım,"siyah, turuncu, fiyat","Renk, Fiyat","""negatif"" "
çok kaliteli degil,Ürün,Ürün,"""negatif"" "
istediğim gibi geldi,Ürün,Ürün,"""pozitif"""
Aman aman özelliği olacak bir şey değil uygun fiyatlı iş görür bir Ürün,"Ürün, fiyat","Ürün, Fiyat","""nötr"""
Ürün sorunsuz çalışıyor ama rengi iç karartıcı oldu biraz :(,"Ürün, renk","Ürün, Renk","""nötr"""
Göründüğü gibi geldi,Ürün,Ürün,"""pozitif"""
3 adetten ikisi sağlam çıktı. Birisi fotoğrafta göründüğü gibi pili bitmiş vaziyette. Bu boşa gitti demek nasıl telafi edilecek? Yeni bir sipariş vermeyi düşünüyordum bir fazla yollanır mı?,"Ürün, pil","Ürün, Pil","""negatif"" "
görseldeki gibi,Ürün,Ürün,"""pozitif"""
güzel ama bazen basmıyor sanki,Ürün,Ürün,"""nötr"""
güzel ama ekran biraz çizik geldi kullanıldı mı kendi mi böyleydi anlamadım,ekran,Ekran,"""nötr"""
İade ettim,Ürün,Ürün,"""negatif"" "
iade ettim ama güzel bir Ürün,Ürün,Ürün,"""nötr"""
Beş altı ayda bir bozulur ama fiyat iyi,"Ürün, fiyat","Ürün, Fiyat","""nötr"""
mor istemiştim ama kahve gelmiş ikisi de :(((( bir kaç yorumu okuyunca yasin hediye ediyorsunuz sanmıştım ama bana göndermemişsiniz :(( bilseydim yasin de sipariş verirdim,"mor, kahve, yasin",Renk,"""negatif"" "
güzel farklı renk geldi,renk,Renk,"""pozitif"""
Ürün güzel ama arada bir kendini sıfırlıyor fiyat performans Ürünü,"Ürün, fiyat","Ürün, Fiyat","""nötr"""
Orta kısmı silme yapmasa güzel Ürün,Ürün,Ürün,"""nötr"""
Ürün güzel ancak kaçta kaldım bir bakayım demek için ekranı açmak lazım o zaman da otomatik 1 ekliyor,ekran,Ekran,"""nötr"""
Rengi güzel değil ama Üründe problem yok,renk,Renk,"""nötr"""
Çok güzel fakat reset tuşu arka kısmında falan olsa daha iyi olur basarken siliniyor çünkü,reset tuşu,Ürün,"""nötr"""
rezillik bozuk çıktı,Ürün,Ürün,"""negatif"" "
Gül suyu şişesi sızdırmış kargonun içi hep su olmuş ve diğer 5 zikirmatikten 4'ü bozulmuş sudan ötürü sanırım. Ama sizi mağdur etmemek adına kargo parası ödemeyin ucuz şeyler diye iadeyle uğraşmayacağım çünkü belli ki bilerek yapmamışsınız her şey yandı. Sadece artık daha dikkatli belki,zikirmatik,Ürün,"""negatif"" "
Çoğu kırık bozuk geldi çok dandik,Ürün,Ürün,"""negatif"" "
sürekli kullandığım bir Ürün. kargo hızlı ve paketleme iyiydi. ancak mavi olanı 1700'lerden sonra başa dönüyor 😐,"Ürün, kargo","Ürün, Kargo","""nötr"""
Ben beğendim bana gelen renk bu herkes rengine takılmış ama amaç belli zaten niye bu kadar takıldılar anlamadım kargo hızlı ve sorunsuz bir şekilde elime ulaştı teşekkür ederim,"renk, kargo","Renk, Kargo","""pozitif"""
Ürün iyi görünüyor ama paketleme biraz daha özenli olabilirdi,"Ürün, paketleme","Ürün, Paketleme","""nötr"""
Özenle gönderdiği için satıcıya teşekkür ediyorum,satıcı,Satıcı,"""pozitif"""
pembe istemiştim mor geldi onun dışında sorunsuz geldi,"pembe, mor",Renk,"""nötr"""
mavi renk geldi büyük metal düğmesi biraz çizik kargo hızlı paketleme güzel,"mavi, metal düğmesi, kargo","Renk, Ürün, Kargo","""nötr"""
Bir gün erken gelseydi iyi olacaktı kargoya geç verdiniz. Onun haricinde kargo ve Ürün güzel tavsiye ederim,"kargo, Ürün","Kargo, Ürün","""pozitif"""
"Güzel, mor renk geldi",mor,Renk,"""pozitif"""
Ürün güzel ve hasarsız elime ulaştı. Şu anlık bir sıkıntısı yok,Ürün,Ürün,"""pozitif"""
9 adet geldi tesbihler,tesbihler,Ürün,"""pozitif"""
"Sağlam geldi, tek sorun kargo çok geç geldi",kargo,Kargo,"""nötr"""
Ürün çok tatlı bana kırmızı olan geldi bej rengi de hoşuma gitmişti arızası yok bildiğimiz zikirmatik,"kırmızı, bej",Renk,"""pozitif"""
Ürün beğendim ama sizden istediğim rengi göndermemişsiniz daha dikkatli olunmalı.,renk,Renk,"""negatif"" "
Gayet iyi bir Ürün ama velakin kargolaması biraz dağınıktı ondan yana hiç bir sorunu yoktur.,"Ürün, kargo","Ürün, Kargo","""nötr"""
"Ürünü değerlendiremiyorum çünkü satıcı öteki Ürünlerle kargolamayı unutmuş, eksik kargo 😔😔😔",kargo,Kargo,"""negatif"" "
"Beyaz dedik, siyah geldi, önemli değil. Kullanmadım","beyaz, siyah",Renk,"""nötr"""
Güzel beğendim alınabilir,Ürün,Ürün,"""pozitif"""
Güzel Ürün.,Ürün,Ürün,"""pozitif"""
güzel beğendim,Ürün,Ürün,"""pozitif"""
uygun fiyatlıyken aldım güzel,fiyat,Fiyat,"""pozitif"""
hızlı ve sorunsuz bir şekilde geldi tavsiye ederim,kargo,Kargo,"""pozitif"""
Gayet güzel. Fiyat performans Ürünü,fiyat performans,Fiyat Performans,"""pozitif"""
Kullanışlı,Ürün,Ürün,"""pozitif"""
Güzel kullanışlı,Ürün,Ürün,"""pozitif"""
yeşil geldi işimi gördü,yeşil,Renk,"""pozitif"""
Güzel sağlam geldi,Ürün,Ürün,"""pozitif"""
Kaliteli güzel bir Ürün,Ürün,Ürün,"""pozitif"""
Gayet güzel,Ürün,Ürün,"""pozitif"""
İş görüyor,Ürün,Ürün,"""pozitif"""
Klasik zikirmatik,zikirmatik,Ürün,"""pozitif"""
Sorunsuz teslim,teslim,Teslim,"""pozitif"""
güzel Ürün,Ürün,Ürün,"""pozitif"""
Ürün çok güzel,Ürün,Ürün,"""pozitif"""
fiyatına göre güzel bir Ürün,fiyat,Fiyat,"""pozitif"""
kolaylık sağlıyor,Ürün,Ürün,"""pozitif"""
Ürün çok güzel,Ürün,Ürün,"""pozitif"""
yeşili geldi iş görür,yeşil,Renk,"""pozitif"""
gayet kullanışlı renkler de güzel,renkler,Renk,"""pozitif"""
Çok güzeller,Ürün,Ürün,"""pozitif"""
çok iyi bir Ürün işe yarar,Ürün,Ürün,"""pozitif"""
tatlı bir renk geldi teşekkürler,renk,Renk,"""pozitif"""
Ürün güzel fena değil tavsiye ederim teşekkürler 👍👍,Ürün,Ürün,"""pozitif"""
İş görür fiyat performans 👍🏻,fiyat performans,Fiyat Performans,"""pozitif"""
Çok güzel geldi güvenilir satıcı,Ürün,Ürün,"""pozitif"""
teslimat hızlıydı beyaz rengi çok güzeldi,"teslimat, beyaz","Teslimat, Renk","""pozitif"""
Güzel fiyatı da gayet iyi,fiyat,Fiyat,"""pozitif"""
teşekkürler hızlı kargo,kargo,Kargo,"""pozitif"""
Ürün güzel,Ürün,Ürün,"""pozitif"""
Çok tatlı renkleri ve kullanışlı bir zikirmatik 👍,"renkleri, zikirmatik","Renk, Ürün","""pozitif"""
Üç tane sipariş ettim. Üçü de gayet iyi çalışıyor,Ürün,Ürün,"""pozitif"""
kırmızı gelse 5 verirdim lacivert olunca bir puan kırdım ama çok iyi ve çok hızlı teslim edildi,"kırmızı, lacivert",Renk,"""nötr"""
urun elime hızlı şekilde ulaştı,Ürün,Ürün,"""pozitif"""
güzeldi beğendim,Ürün,Ürün,"""pozitif"""
Güzel teşekkürler,Ürün,Ürün,"""pozitif"""
Renk dışında güzel,renk,Renk,"""nötr"""
çalışıyor iyi,Ürün,Ürün,"""pozitif"""
güzel Ürün yolda çok işe yarıyor,Ürün,Ürün,"""pozitif"""
güzel ve hızlı geldi,Ürün,Ürün,"""pozitif"""
Çok güzel...,Ürün,Ürün,"""pozitif"""
Ürün güzel ve hızlı geldi,Ürün,Ürün,"""pozitif"""
Alınabilir güzel,Ürün,Ürün,"""pozitif"""
teşekkürler güzel geldi ama keşke mor ve pembe rengi koysanıdınız,"mor, pembe",Renk,"""nötr"""
Fiyatına göre gayet güzel,fiyat,Fiyat,"""pozitif"""
Hızlı geldi,kargo,Kargo,"""pozitif"""
fena değil kullanışlı,Ürün,Ürün,"""nötr"""
güzel Ürün,Ürün,Ürün,"""pozitif"""
kullanmadım daha inşallah iyi çıkar,Ürün,Ürün,"""nötr"""
sipariş oluşturduğumda beyaz gelecek diye çok sevinmiştim fakat gelen gri renk oldu,"beyaz, gri",Renk,"""negatif"" "
Severek kullanıyorum ama keşke renk seçme şansımız olsa 4 tane aldım kahve rengi 2 yeşil mavi geldi,"kahve, yeşil, mavi",Renk,"""nötr"""
Amacına uygun,Ürün,Ürün,"""pozitif"""
normal zikirmatik,zikirmatik,Ürün,"""nötr"""
fiyatına göre idare eder,fiyat,Fiyat,"""nötr"""
fena değil 🤗,Ürün,Ürün,"""nötr"""
iyi sorun yoktu başka bir renk olsaydı daha iyi olurdu,renk,Renk,"""nötr"""
"""Gerek dış görünüşüyle gerek özelliğiyle ve hızıyla harika bir Ürün. Ayrıca boyu da küçük olduğu için her yere kolaylıkla sığıyor. Rengi beyaz olduğundan biraz çabuk kirleniyor o kadar.""",Ürün,Ürün,"""pozitif"""
"""Festival Kalem Telif Ajansı işbirliğinde Kalem Kültür Derneği tarafından düzenlenmektedir.""",Festival Kalem Telif Ajansı,Kurum,"""nötr"""
"""Bu Üründen piyasada görmüştüm. Markasına güvenmediğim için alamadım. İyi ki Remington yaptı.""",Remington,Kurum,"""pozitif"""
"""Çok kötü bir film. Sadece anne ve Jake’i bol bol çıplak görmek istiyorsanız gidebilirsiniz. İçinde geçen ilaç reklamları da filmin amacını ortaya koyuyor.""",film,Ürün,"""negatif"" "
"""Kentte işlek bir demiryolu hattı mevcuttur.""",demiryolu hattı,Yer,"""nötr"""
"""Yapılan diğer çalışmalar ise ülkedeki okur yazar oranın arttırılması ve ağaçlandırma çalışmaları yönünde oldu.""",ülke,Yer,"""nötr"""
"""İçerisinden bağlantı şeması çıkmıyor. Parçalar üzerinde numaralandırma yok, ne olduğunu anlamak için epey uğraştırıyor. Dolap kapakları ve ayaklar için delikler açılmamış, daha da kötüsü nereye delik açmanız gerektiğine dair bir işaret yok. Bu Ürünü kuracak kişi profesyoneller değil, ev kullanıcıları. Küçük bir hatanızda, vidalar çakışabiliyor ya da kapaklar eğri bağlanabiliyor. Levhalar ve raflar kalın ancak, dolabın komple arka tarafını kapatan levha 3mm, dokunsanız çıkacak gibi duruyor. Ürünü aldıktan sonra banyo 2 hafta boyunca koktu. Montajla ilgili bir problem de olabilir ancak dolap sağ sola sallanıyor. Çekmeceler için tek vida yeri açılmış, o çekmeceyi tek vidanın tutması imkansız, destek atmanız gerekiyor. Ürün MDF değil, suntalem, bu da bir dezavantaj. Tek beğendiğim yanı dizaynı, dolap, çekmece konumları ve raf yerleşimi, ayaklarının yüksek olması.""",dolap,Ürün,"""negatif"" "
"""Buradaki ilk sezonunda birçok maçta oyuna sonradan dahil oldu.""",oyuncu,Kişi,"""nötr"""
"""Bu filmi çok methettiler ama ben umduğumu bulamadım. Harika bir film ona bir şey diyemem çok büyük bir beklentiyle izledim sanırım ondan kaynaklanıyor. 9 puan kimileri Esaretin Bedeli ile boy ölçüştürmüş bu filmi ama bu film onun yanından bile geçemez.""",film,Ürün,"""negatif"" "
"""Ancak çoğu ilk muharebede Arapların tarafına geçti.""",Araplar,Kişi,"""nötr"""
"""Şarjı tam dolduramadı ama boyutuna göre çok iyi, oldukça da hızlı. Şık ve hafif.""",Ürün,Ürün,"""pozitif"""
"""Kötülerin düşmanı çamur.""",çamur,Ürün,"""nötr"""
"""Aracı önce yıkayın, fazla suyunu alın. Nemliyken uygulayın ve mikrofiber bezle iyice yedirin. Ardından temiz bir bezle silin. Araba yeni boyanmış gibi oluyor.""",araba,Ürün,"""nötr"""
"""Bana göre çok kötü bir filmdi. Saçmalıklarla doluydu. O gösterileri nasıl yaptı ki bir kere. Edward Norton'ın oyunculuğunu severim ama bu filmde bir etkisi yoktu. Oynadığı rol oyunculuk istemiyor bir kere. Onun dışında izlerken fazla sıkılmıyorsunuz ama film size hiçbir şey katmıyor. 6/10.""",Edward Norton,Kişi,"""negatif"" "
"""Hızlı ve sorunsuz teslimat için teşekkür ederim. Fiyat mükemmel.""",fiyat,Kurum,"""pozitif"""
"""Not: Fotoğraflarda telefon şarj etme gibi bir özellik gözüküyor, bu cihazda mevcut değil.""",telefon,Ürün,"""negatif"" "
"""Tüm emeği geçenlere teşekkürler.""",n/a,n/a,"""nötr"""
"""2 gündür güzel şeyler duyuyorum ve ablamın kıskançlığı iyice artıyor. Tabii ki mutluyum.""",ablam,Kişi,"""nötr"""
"""Ürün gerçekten başarılı, çok sağlam yapısı var. Küçük olması taşınabilirliği kolaylaştırıyor. Düşünmeden alın derim.""",Ürün,Ürün,"""pozitif"""
"""Ayrıca sinema arşivi olarak da kullanılır.""",sinema arşivi,Kurum,"""nötr"""
"""Lynch seven birisi olarak üstadan bu kadar avant-garde bir film beklemiyordum. Bu filmi belki sinema konusunda deneysel bir şeyler görmek isteyen insanlara, sinema-TV öğrencilerine falan önerebilirim. Onun dışında en Lynch sever bir insan bile kolaylıkla sevip bağrına basamaz bu filmi.""",Lynch,Kişi,"""nötr"""
"""Yazları ise suyunun tarım alanlarında kullanılmasından dolayı kuruma noktasına gelir.""",suyu,Ürün,"""nötr"""
"""Enstrüman olarak çoğunlukla elektro gitar kullanılmakla birlikte bas gitar ile bateri de kullanılmaktadır.""",elektro gitar,Ürün,"""nötr"""
"""Gökyüzünde Ocak takımyıldızı yönünde yaklaşık olarak uzaklıkta bulunur.""",Ocak takımyıldızı,Yer,"""nötr"""
"""Bu fiyata alınacak en güzel telefon. Memnun kaldım, tavsiye ederim.""",telefon,Ürün,"""pozitif"""
"""Lirik ve Satirik şiirleri.""",Lirik ve Satirik şiirleri,Kurum,"""nötr"""
"""Fiyatına göre oldukça kaliteli bir Ürün. Zaten Logitech'in çevre Ürünlerindeki üstünlüğü tartışılmaz.""",Logitech,Kurum,"""pozitif"""
"""Kalınlığı gayet iyi, fiyatı da çok uygun. Piyasada ben daha uygununu bulamadım. Fakat kutusunu açarken dikkat edin. Kesici bir aletle açacaksanız kutuyu yüzeyden yırtın çünkü malzeme hemen altında.""",kutusu,Ürün,"""nötr"""
"""Durdurma bandında ve geçiş bandında dalgalanma olmaz.""",durdurma bandı,Ürün,"""nötr"""
"""Serinin en zevksiz ve başarısız filmi. David Yates bu serinin son filmlerine hiç yakışmayan bir yönetmen. Cuaron ve Mike Newell en iyi iş çıkaran yönetmenleri oldular bu serinin. Türkçe dublajlarda filmi daha bir keyifsiz yaptı. Sanki çizgi film izler gibi izledim.""",David Yates,Kişi,"""negatif"" "
"""10 senede çok çeşitli telsiz telefon kullandım. Şimdiye kadar kullandıklarım içinde en hoşuma giden oldu. Hoparlör sesi iyi. Arayan ve aranan numaralara ulaşım kolay. Ele oturması iyi, ekran geniş ve okunaklı numaralar tam olarak görünüyor. İkili telefona ihtiyaç varsa alın derim.""",telsiz telefon,Ürün,"""pozitif"""
"""Cuma 23.00'da verdiğim siparişi cumartesi saat 17.00'de aldım. Böyle hız görmedim. Öncelikle Hepsiburada'ya gösterdiği hassasiyetten dolayı teşekkür ederim. Telefonu alalı 2 gün oluyor, ancak 2 gündür sadece bir kez şarj ettim. Isınma, donma yok. Süper kaliteli telefon.""",Hepsiburada,Kurum,"""pozitif"""
"""Z2 telefon da deneyimim oldu. Eh idare eder diyeyim ama 500 üzeri PPI bir telefonda belki daha iyidir. Beni bu telefonla memnun etmedi.""",Z2 telefon,Ürün,"""negatif"" "
"""Listeler bakımından şarkı oldukça üstün bir başarı göstermiştir.""",şarkı,Ürün,"""pozitif"""
"""Hank Azaria tarafından seslendirilmektedir.""",Hank Azaria,Kişi,"""nötr"""
"""Kuyrukları yukarı doğru dik durur ve nadiren hareketsiz kalır.""",kuyruklar,Ürün,"""nötr"""
"""Fizik kullanılışı bir Ürün kızım çok sevdi.""",Ürün,Ürün,"""pozitif"""
"""Ürün gerçekten 24 saatten önce kargo da ve 24 saatte bendeydi.""",Ürün,Ürün,"""pozitif"""
"""Sakal tıraşı sonrası tahriş, yanma, batma sorunları yaşıyordum. Cihazı 10 gündür kullanıyorum, en ufak bir tahriş, kızarıklık yok. Tavsiye ederim, 2-3 gün kullanıp memnun olmayan arkadaşlar 10 gün kullanmaya devam edip öyle karar verin.""",cihaz,Ürün,"""pozitif"""
Annem ve kayınvalidem için aldım. Memnun kaldılar basit ve işlevsel bir Ürün,Ürün,Ürün,"""pozitif"""
bayıldımmm tuş basması falan çok rahat,Ürün,Ürün,"""pozitif"""
Annem için aldım kendisi memnun,Ürün,Ürün,"""pozitif"""
sorunsuz geldi iyi,Ürün,Ürün,"""pozitif"""
Ürün gayet güzel göründüğü gibi geldi,Ürün,Ürün,"""pozitif"""
Çeyizim için aldımmm,Ürün,Ürün,"""pozitif"""
annem icin aldım umarım sevabın dahil olmuşumdur :),Ürün,Ürün,"""pozitif"""
Güzel hediye etmek için almıştım,Ürün,Ürün,"""pozitif"""
Güzel düğmesi yumuşacık,Ürün,Ürün,"""pozitif"""
Teşekkür ederim inş dualarımız kabul olur :),Ürün,Ürün,"""pozitif"""
güzel iş görüyor.,Ürün,Ürün,"""pozitif"""
çok uygun qldim sapasağlam,Ürün,Ürün,"""pozitif"""
çok güzel bekledigimden daha kaliteli geldi.,Ürün,Ürün,"""pozitif"""
Güzel ve fiyatı uygun evet 3 tane aldım birinin pili çok zayıf üstündeki rakam çok silik görünüyor,"fiyat, pil, rakam","Fiyat, Ürün, Ürün","""nötr"""
çok güzel sorunsuz geldi renklerini de begendim,renkler,Renk,"""pozitif"""
Sağlam geldi beğendim,Ürün,Ürün,"""pozitif"""
çok tatlı ve kullanışlı,Ürün,Ürün,"""pozitif"""
güzel iş görüyor,Ürün,Ürün,"""pozitif"""
kullanışlı olur diye aldım.,Ürün,Ürün,"""pozitif"""
kullanışlı teşekkürler,Ürün,Ürün,"""pozitif"""
İş görür hızlı kargo teşekkürler,kargo,Kargo,"""pozitif"""
iyi kullanışlı ramazanda salavat için aldım güzel 🤗,Ürün,Ürün,"""pozitif"""
Güzel sağlam geldi çalışıyor,Ürün,Ürün,"""pozitif"""
Güzel Ürün teşekkürler,Ürün,Ürün,"""pozitif"""
standart tesbihmatik,tesbihmatik,Ürün,"""nötr"""
güzel çalışıyor beğendim,Ürün,Ürün,"""pozitif"""
Bildiğiniz zikirmatik zikir çeken kazanır,zikirmatik,Ürün,"""pozitif"""
İyi iadere eder,Ürün,Ürün,"""nötr"""
sabırsızlıkla onu bekledim,Ürün,Ürün,"""pozitif"""
kullanışlı,Ürün,Ürün,"""pozitif"""
güzel beğendim,Ürün,Ürün,"""pozitif"""
